MC_Code,MC_StockName,MC_ShortName,MC_UrlCode,Source,NSE_Symbol,BSE_Code,ISIN,Full_Name,Series,Sector,LTP,API_Status
IID,Arshiya,,,bearish.csv,ARSHIYA,506074,INE968D01022,Arshiya,BZ,Transport & Logistics,1.22,FOUND
ARTEM54291,Artemis Medicare Services,AMSL,ARTEM54291,stock_ideas,ARTEMISMED,542919,INE025R01021,Artemis Medicare Services,EQ,Hospitals & Medical Services,229.67,FOUND
AN01,Art Nirman,,,bullish.csv,ARTNIRMAN,0,INE738V01013,Art Nirman,EQ,Construction & Contracting - Civil,41.56,FOUND
AM,Arvind,,,bullish.csv,ARVIND,500101,INE034A01011,Arvind,EQ,Textiles - Denim,381.35,FOUND
ARVIN54248,Arvind Fashions Limited,AFL,ARVIN54248,stock_ideas,ARVINDFASN,542484,INE955V01021,Arvind Fashions Limited,EQ,Miscellaneous,459.15,FOUND
ACS08,Arvind Port,,,bullish.csv,ARVINDPORT,0,INE0P4T01013,Arvind Port and Infra,SM,Shipping,34.20,FOUND
AI66,Arvind Smart,,,bullish.csv,ARVSMART,539301,INE034S01021,Arvind SmartSpaces,EQ,Infrastructure - General,587.85,FOUND
AIS,Asahi India Glass,Asahi India,AIG01,stock_ideas,ASAHIINDIA,515030,INE439A01020,Asahi India Glass,EQ,Glass & Glass Products,854.65,FOUND
ASC01,Asahi Songwon,,,bullish.csv,ASAHISONG,532853,INE228I01012,Asahi Songwon Colors,EQ,Dyes & Pigments,227.87,FOUND
JBM01,Auto Stampings,,,bullish.csv,ASAL,520119,INE900C01027,Automotive Stampings and Assemblies,EQ,Auto Ancillaries,444.10,FOUND
AAB,Assoc Alcohol,,,bullish.csv,ASALCBR,507526,INE073G01016,Associated Alcohol and Breweries,EQ,Breweries & Distilleries,813.60,FOUND
ALL04,Ashapura Logist,,,bullish.csv,ASHALOG,,INE0LAA01017,Ashapura Logistics,SM,Logistics,67.50,FOUND
AHF01,Ashiana Housing,,,bullish.csv,ASHIANA,523716,INE365D01021,Ashiana Housing,EQ,Construction & Contracting - Housing,310.70,FOUND
AB,Ashoka Buildcon,ASHOKA,,technical_picks_inactive.csv,ASHOKA,533271,INE442H01029,Ashoka Buildcon,EQ,Construction & Contracting - Civil,121.82,FOUND
AML04,Ashoka Metcast,,,bullish.csv,ASHOKAMET,540923,INE760Y01011,Ashoka Metcast Limited,EQ,Diversified,15.12,FOUND
AL,Ashok Leyland,ASHOKLEY,,technical_picks_inactive.csv,ASHOKLEY,500477,INE208A01029,Ashok Leyland,EQ,Auto - LCVs & HCVs,172.48,FOUND
AH,Asian Hotels,,,bearish.csv,ASIANHOTNR,500023,INE363A01022,Asian Hotels (North),EQ,Hotels,293.70,FOUND
API,Asian Paints,,,technical_picks_inactive.csv,ASIANPAINT,500820,INE021A01026,Asian Paints,EQ,Paints & Varnishes,2282.40,FOUND
AGI04,Asian Granito India,ASIANTILES,,technical_picks_active.csv,ASIANTILES,532888,INE022I01019,Asian Granito India,EQ,Ceramics & Granite,61.15,FOUND
AAL02,ASK Automotive,ASK Auto,AAL02,stock_ideas,ASKAUTOLTD,544022,INE491J01022,ASK Automotive,EQ,Auto Ancillaries - Brakes,440.50,FOUND
AI57,ASL Industries,,,bearish.csv,ASLIND,0,INE617I01024,ASL Industries,SM,Miscellaneous,73.00,FOUND
ASMS14867,BARTRONICS IND,,,bearish.csv,ASMS,,INE855F01042,BARTRONICS INDIA,EQ,Miscellaneous,8.60,FOUND
AIAL,Aspire Innova,,,bearish.csv,ASPIRE,ASPIREINNO,INE0S7801010,Aspire Innovative Advertising,SM,Logistics,12.65,FOUND
AL13,Astec Life,,,bearish.csv,ASTEC,533138,INE563J01010,Astec Lifesciences,EQ,Pharmaceuticals,550.60,FOUND
ADH,Aster DM Healthcare Ltd,,,technical_picks_inactive.csv,ASTERDM,540975,INE914M01019,Aster DM Healthcare,EQ,Hospital & Healthcare Services,666.50,FOUND
APT02,Astral Limited,ASTRAL,,technical_picks_inactive.csv,ASTRAL,532830,INE006I01046,Astral Limited,EQ,Plastics,1525.50,FOUND
AMP01,Astra Microwave Products,Astra Microwave,AMP01,stock_ideas,ASTRAMICRO,532493,INE386C01029,Astra Microwave Products,EQ,Defence,1008.00,FOUND
AID,AstraZeneca Pharma,ASTRAZEN,,technical_picks_inactive.csv,ASTRAZEN,506820,INE203A01020,AstraZeneca Pharma,EQ,Pharmaceuticals,7889.50,FOUND
ARL,Atal,,,bullish.csv,ATALREAL,543911,INE0ALR01029,Atal Realtech,EQ,Construction - Infrastructure,24.50,FOUND
AES02,ATC Energies,,,bullish.csv,ATCENERGY,-,INE0V0Q01019,ATC Energies System,SM,Batteries,31.85,FOUND
ADG01,Adani Total Gas,ATGL,,technical_picks_inactive.csv,ATGL,542066,INE399L01023,Adani Total Gas,EQ,Gas Distribution,559.00,FOUND
AEL10,Ather Energy,ATHERENERG,,technical_picks_active.csv,ATHERENERG,544397,INE0LEZ01016,Ather Energy,EQ,Auto Ancillaries - Brakes,770.70,FOUND
A9,Atlantaa,,,bullish.csv,ATLANTAA,532759,INE285H01022,Atlantaa,EQ,Construction - Infrastructure,41.53,FOUND
AEL11,Atlanta Electri,,,bullish.csv,ATLANTAELE,544527,INE0Z4F01028,Atlanta Electricals,EQ,Electric Equipment - Transformers,1243.40,FOUND
AL19,Atmastco,Atmastco,AL15,stock_ideas,ATMASTCO,,INE05DH01017,Atmastco,SM,Engineering - Construction,150.30,FOUND
A06,Atul,ATUL,,technical_picks_inactive.csv,ATUL,500027,INE100A01010,Atul,EQ,Chemicals,6388.00,FOUND
ASF03,AU Small Finance Bank,,,technical_picks_inactive.csv,AUBANK,540611,INE949L01017,AU Small Finance Bank,EQ,Banks - Private Sector,967.80,FOUND
PS12,Aurionpro Solut,,,bearish.csv,AURIONPRO,532668,INE132H01018,Aurionpro Solutions,EQ,Computers - Software Medium & Small,840.00,FOUND
AIC03,Auro Impex,,,bullish.csv,AUROIMPEX,0,INE0NUL01018,Auro Impex and Chemicals,SM,Chemicals,32.10,FOUND
AP,Aurobindo Pharm,,AP,52wk,AUROPHARMA,524804,INE406A01037,Aurobindo Pharma,EQ,Pharmaceuticals,1335.70,FOUND
AUSL,Aditya Ultra,,,bearish.csv,AUSL,0,INE01YQ01013,Aditya Ultra Steel,SM,Iron & Steel,18.60,FOUND
AA06,Automotive Axles,Automotive Axle,AA06,stock_ideas,AUTOAXLES,505010,INE449A01011,Automotive Axles,EQ,Auto Ancillaries,1713.10,FOUND
AI59,Autoline Ind,,,bearish.csv,AUTOIND,532797,INE718H01014,Autoline Industries,EQ,Auto Ancillaries,64.56,FOUND
ASE03,Avadh Sugar,,,bullish.csv,AVADHSUGAR,540649,INE349W01017,Avadh Sugar & Energy,EQ,Sugar,478.25,FOUND
AT23,Avalon Technologies,Avalon Tech,AT27,stock_ideas,AVALON,543896,INE0LCL01028,Avalon Technologies,EQ,Electronics - Components,997.95,FOUND
AEL12,Avana Electrosy,,,bullish.csv,AVANA,,INE1KU201016,Avana Electrosystems,SM,Engineering - Industrial Equipments,80.20,FOUND
AS22,Avantel,,,bullish.csv,AVANTEL,532406,INE005B01027,Avantel,EQ,Computers - Software Medium & Small,143.57,FOUND
AF21,Avanti Feeds,AVANTIFEED,,technical_picks_inactive.csv,AVANTIFEED,512573,INE871C01038,Avanti Feeds,EQ,Aquaculture,1294.50,FOUND
ALL02,AVG Logistics,,,bullish.csv,AVG,543910,INE680Z01018,AVG Logistics,EQ,Transport & Logistics,154.72,FOUND
AATL,Avi Ansh Textil,,,bullish.csv,AVIANSH,,INE0TFB01017,Avi Ansh Textile,SM,Textiles,111.95,FOUND
AV02,Aditya Vision,Aditya Vision,AV,stock_ideas,AVL,540205,INE679V01027,Aditya Vision,EQ,Miscellaneous,478.70,FOUND
AIL07,AVP Infracon,,,bullish.csv,AVPINFRA,0,INE0R9401019,AVP Infracon,SM,Construction - Infrastructure,105.75,FOUND
AM13,Avro India,,,bearish.csv,AVROIND,543512,INE652Z01017,Avro India,EQ,Plastic Products,116.45,FOUND
ASS01,Awfis Space Solutions,Awfis Space Sol,ASS01,stock_ideas,AWFIS,544181,INE108V01019,Awfis Space Solutions,EQ,Miscellaneous,306.14,FOUND
AWH,Antony Waste,,,bearish.csv,AWHCL,543254,INE01BK01022,Antony Waste Handling Cell,EQ,Miscellaneous,446.20,FOUND
AW01,AWL Agri Business,AWL Agri,AW,stock_ideas,AWL,543458,INE699H01024,AWL Agri Business,EQ,Consumer Food,178.98,FOUND
UTI10,Axis Bank,,,technical_picks_inactive.csv,AXISBANK,532215,INE238A01034,Axis Bank,EQ,Banks - Private Sector,1333.00,FOUND
AMF04,Axis Nifty SDL,,,bullish.csv,AXISBPSETF,0,INF846K01Z04,Axis Nifty AAA Bond Plus SDL Apr 2026 50:50 ETF,EQ,ETF,13.35,FOUND
ITT01,Axiscades Tech,,,bullish.csv,AXISCADES,532395,INE555B01013,Axiscades Technologies,EQ,Aerospace & Defence,1683.30,FOUND
AHE02,Axis NiftyHeal,,,bearish.csv,AXISHCETF,0,INF846K01Z12,Axis NIFTY Healthcare ETF,EQ,ETF,143.44,FOUND
AXISI11193,Axis Silver ETF,,,bullish.csv,AXISILVER,,INF846K011K1,Axis Silver ETF,EQ,ETF,239.91,FOUND
ATE04,AXIS NI IT ETF,,,bullish.csv,AXISTECETF,0,INF846K01Y96,Axis NIFTY IT ETF,EQ,ETF,344.86,FOUND
AXISV30155,AXISVALUE,,,bullish.csv,AXISVALUE,,INF846KA1119,AXISVALUE,EQ,Miscellaneous,32.61,FOUND
AC24,Axita Cotton,,,bullish.csv,AXITA,542285,INE02EZ01022,Axita Cotton ,EQ,Textiles - Cotton Blended,9.14,FOUND
AXSEN14742,AXIS BSESensex,,,bearish.csv,AXSENSEX,,INF846K010Q0,AXIS S&P BSE SENSEX ETF,EQ,ETF,79.99,FOUND
AFL04,Aye Finance,,,bearish.csv,AYE,544699,INE501X01029,Aye Finance,EQ,Finance - NBFC,100.87,FOUND
WS01,AYM Syntex,,,bullish.csv,AYMSYNTEX,508933,INE193B01039,AYM Syntex,EQ,Textiles - Processing,188.83,FOUND
AEL03,Azad Engineering,Azad Eng,AEL02,stock_ideas,AZAD,544061,INE02IJ01035,Azad Engineering,EQ,Aerospace & Defence,1635.60,FOUND
BP11,Bafna Pharma,,,bullish.csv,BAFNAPH,532989,INE878I01022,Bafna Pharmaceuticals,EQ,Pharmaceuticals,123.76,FOUND
BAG,BAG Films,,,bearish.csv,BAGFILMS,532507,INE116D01028,BAG Films and Media,EQ,Media & Entertainment,4.63,FOUND
BLF,Baid Finserv,,,bullish.csv,BAIDFIN,511724,INE020D01022,Baid Finserv,EQ,Finance - Leasing & Hire Purchase,11.14,FOUND
BA06,Bajaj Auto,BAJAJ-AUTO,,technical_picks_inactive.csv,BAJAJ-AUTO,532977,INE917I01010,Bajaj Auto,EQ,Auto - 2 & 3 Wheelers,9366.00,FOUND
BC14,Bajaj Consumer Care,Bajaj Consumer ,BC02,stock_ideas,BAJAJCON,533229,INE933K01021,Bajaj Consumer Care,EQ,Personal Care,389.45,FOUND
BE,Bajaj Electricals,Bajaj Electric,BE,stock_ideas,BAJAJELEC,500031,INE193E01025,Bajaj Electricals,EQ,Domestic Appliances,360.05,FOUND
BF04,Bajaj Finserv,,,technical_picks_inactive.csv,BAJAJFINSV,532978,INE918I01026,Bajaj Finserv,EQ,Finance - Investments,1784.60,FOUND
BHFL,Bajaj Housing Finance,Bajaj Housing,BHFL,analysts_choice,BAJAJHFL,544252,INE377Y01014,Bajaj Housing Finance,EQ,Finance - Housing,84.49,FOUND
BH,Bajaj Hindustha,,,bullish.csv,BAJAJHIND,500032,INE306A01021,Bajaj Hindusthan Sugar,EQ,Sugar,17.20,FOUND
BA,Bajaj Holdings & Investment,BAJAJHLDNG,,technical_picks_inactive.csv,BAJAJHLDNG,500490,INE118A01012,Bajaj Holdings & Investment,EQ,Finance - Investments,9970.00,FOUND
IM01,Indef Manufactu,,,bullish.csv,BAJAJINDEF,544364,INE0O9T01021,Indef Manufacturing,EQ,Engineering - Industrial Equipments,263.77,FOUND
BP06,Bajel Projects,BAJEL,,technical_picks_inactive.csv,BAJEL,544042,INE0KQN01018,Bajel Projects,EQ,Engineering - Construction,161.54,FOUND
BAF,Bajaj Finance,,,technical_picks_inactive.csv,BAJFINANCE,500034,INE296A01032,Bajaj Finance,EQ,Finance - NBFC,915.05,FOUND
STBATCL,Shree Tirupati,,,bullish.csv,BALAJEE,544249,INE0S2G01011,Shree Tirupati Balajee Agro Trading Company,EQ,Packaging - Packaging Materials,30.52,FOUND
BPL11,Balaji Phosphat,,,bearish.csv,BALAJIPHOS,,INE0PQ601019,Balaji Phosphates,SM,Fertilizers,105.40,FOUND
BA05,Balaji Amines,Balaji Amines,BA05,stock_ideas,BALAMINES,530999,INE050E01027,Balaji Amines,EQ,Chemicals,1070.15,FOUND
TAR,Balaxi Pharma,,,bullish.csv,BALAXI,,INE618N01022,Balaxi Pharmaceuticals,EQ,Trading,23.91,FOUND
SPP03,Solve Plastic,,,bearish.csv,BALCO,0,INE0U0201016,Solve Plastic Products,SM,Plastic Products,16.15,FOUND
NPM01,Balkrishna,,,bullish.csv,BALKRISHNA,539251,INE875R01011,Balkrishna Paper Mills,EQ,Paper,16.75,FOUND
BI03,Balkrishna Industries,Balkrishna Ind,BI03,stock_ideas,BALKRISIND,502355,INE787D01026,Balkrishna Industries,EQ,Tyres,2222.70,FOUND
BLC,BALMLAWRIE,,,bearish.csv,BALMLAWRIE,523319,INE164A01016,Balmer Lawrie & Co,EQ,Diversified,167.56,FOUND
BP02,Bal Pharma,,,bullish.csv,BALPHARMA,524824,INE083D01012,Bal Pharma,EQ,Pharmaceuticals,75.73,FOUND
BCM,Balrampur Chini Mills,BALRAMCHIN,,technical_picks_inactive.csv,BALRAMCHIN,500038,INE119A01028,Balrampur Chini Mills,EQ,Sugar,480.40,FOUND
BAL01,Balu Forge Indu,,,bullish.csv,BALUFORGE,531112,INE011E01029,Balu Forge Industries,EQ,Machine Tools,480.85,FOUND
BB03,Banaras Beads,,,bearish.csv,BANARBEADS,526849,INE655B01011,Banaras Beads,EQ,Miscellaneous,107.99,FOUND
BS07,Bannariamman,,,bullish.csv,BANARISUG,500041,INE459A01010,Bannariamman Sugars,EQ,Sugar,3647.90,FOUND
BPI,Banco Products,,,bearish.csv,BANCOINDIA,500039,INE213C01025,Banco Products (India),EQ,Auto Ancillaries,573.90,FOUND
BB09,Bandhan Bank,BANDHANBNK,,technical_picks_inactive.csv,BANDHANBNK,541153,INE545U01014,Bandhan Bank,EQ,Banks - Private Sector,164.75,FOUND
BO02,Bang Overseas,,,bearish.csv,BANG,532946,INE863I01016,Bang Overseas,EQ,Textiles - General,34.50,FOUND
DBT,DSP Top10 Banks,,,bullish.csv,BANK10ADD,544725,INF740KA1YH2,DSP BSE Top 10 Banks ETF,EQ,ETF,16.92,FOUND
BB08,Banka Bioloo,,,bullish.csv,BANKA,0,INE862Y01015,Banka Bioloo,EQ,Miscellaneous,62.69,FOUND
BOB,Bank Of Baroda,,,technical_picks_inactive.csv,BANKBARODA,532134,INE028A01039,Bank Of Baroda,EQ,Banks - Public Sector,275.98,FOUND
BAM02,Nippon India ETF Nifty Bank BeES,BANKBEES,,technical_picks_inactive.csv,BANKBEES,590106,INF204KB15I9,Nippon India ETF Nifty Bank BeES,EQ,ETF,575.71,FOUND
BOI,Bank Of India,BANKINDIA,,technical_picks_inactive.csv,BANKINDIA,532149,INE084A01016,Bank Of India,EQ,Banks - Public Sector,146.49,FOUND
KMM03,Kotak Niftyban,,,bearish.csv,BANKNIFTY1,,INF174KA1ZB7,Kotak Nifty Bank ETF,EQ,ETF,57.64,FOUND
BWI02,Bansal Wire Industries,Bansal Wire Ind,BWI03,stock_ideas,BANSALWIRE,544209,INE0B9K01025,Bansal Wire Industries,EQ,Iron & Steel,267.42,FOUND
BPL10,Barflex Polyfil,,,bullish.csv,BARFLEX,-,INE0QX401014,Barflex Polyfilms,SM,Packaging - Polyfilms,59.50,FOUND
BAS,BASF India,BASF,,technical_picks_inactive.csv,BASF,500042,INE373A01013,BASF India,EQ,Chemicals,3578.10,FOUND
BFS,Basilic Fly,,,bullish.csv,BASILIC,,INE0OCC01013,Basilic Fly Studio,SM,"Film Production, Distribution & Entertainment",241.35,FOUND
BI01,Bata India,Bata India,BI01,stock_ideas,BATAINDIA,500043,INE176A01028,Bata India,EQ,Leather Products,704.15,FOUND
BSL04,Baweja Studios,,,bearish.csv,BAWEJA,,INE0JFJ01011,Baweja Studios,SM,"Film Production, Distribution & Entertainment",26.15,FOUND
HSA01,Bayer CropScien,,,bullish.csv,BAYERCROP,506285,INE462A01022,Bayer CropScience,EQ,Pesticides & Agro Chemicals,4811.10,FOUND
BBE02,BB Apr 32 ETF,,,bearish.csv,BBETF0432,543418,INF754K01OB1,Bharat Bond ETF - April 2032 ,EQ,ETF,1301.96,FOUND
BB,Bharat Bijlee,,,bullish.csv,BBL,503960,INE464A01036,Bharat Bijlee,EQ,Electric Equipment,2399.00,FOUND
BBT,Bombay Burmah,,,bearish.csv,BBTC,501425,INE050A01025,Bombay Burmah Trading Corporation,EQ,Plantations - Tea & Coffee,1473.00,FOUND
BTC02,BB Triplewall,,,bullish.csv,BBTCL,543668,INE01EE01011,BB Triplewall Containers,EQ,Containers & Packaging,185.11,FOUND
BC06,BCL Industries,,,bullish.csv,BCLIND,524332,INE412G01024,BCL Industries,EQ,Breweries & Distilleries,32.42,FOUND
BRI,BCPL Railway In,,,bullish.csv,BCPL,542057,INE00SW01015,BCPL Railway Infrastructure ,EQ,Transport & Logistics,68.38,FOUND
BDL01,Bharat Dynamics,BDL,,technical_picks_inactive.csv,BDL,541143,INE171Z01026,Bharat Dynamics,EQ,Aerospace & Defence,1291.40,FOUND
BTL03,Beacon Trustees,,,bullish.csv,BEACON,,INE639X01027,Beacon Trusteeship,SM,Finance - Investment,75.55,FOUND
MBF01,Mrs. Bectors Food Specialities,Bectors Food,MBF01,stock_ideas,BECTORFOOD,543253,INE495P01020,Mrs. Bectors Food Specialities,EQ,Consumer Food,189.18,FOUND
BE03,Bharat Electronics,BEL,,technical_picks_inactive.csv,BEL,500049,INE263A01024,Bharat Electronics,EQ,Aerospace & Defence,433.10,FOUND
BCF04,Bella Casa,,,bullish.csv,BELLACASA,539399,INE344T01014,Bella Casa Fashion & Retail ,EQ,Textiles - Spinning - Cotton Blended,280.55,FOUND
BIL07,Belrise Ind,,,bullish.csv,BELRISE,544405,INE894V01022,Belrise Industries,EQ,Auto Ancillaries,194.21,FOUND
BEM,BEML,BEML,,technical_picks_inactive.csv,BEML,500048,INE258A01024,BEML,EQ,Infrastructure - General,1586.00,FOUND
BEP,Bhansali Eng,,,bullish.csv,BEPL,500052,INE922A01025,Bhansali Engineering Polymers,EQ,Petrochemicals,89.20,FOUND
BPI02,Berger Paints India,BERGEPAINT,,technical_picks_inactive.csv,BERGEPAINT,509480,INE463A01038,Berger Paints India,EQ,Paints & Varnishes,435.70,FOUND
SCL11,Best Agrolife,,,bearish.csv,BESTAGRO,539660,INE052T01021,Best Agrolife,BE,Pesticides & Agrochemicals,15.67,FOUND
BD04,Beta Drugs,,,bullish.csv,BETA,0,INE351Y01019,Beta Drugs,EQ,Pharmaceuticals,1451.70,FOUND
BE10,BEW Eng,,,bullish.csv,BEWLTD,0,INE0HQI01014,BEW Engineering,SM,Engineering,97.10,FOUND
MAN01,Mirae NiftyFin,,,bearish.csv,BFSI,543323,INF769K01HI8,Mirae Asset Nifty Financial Services ETF,EQ,ETF,26.91,FOUND
BFU,BF Utilities,,,bearish.csv,BFUTILITIE,532430,INE243D01012,BF Utilities,BZ,Power - Generation & Distribution,438.40,FOUND
BCI01,Bhagiradh Chem,,,bullish.csv,BHAGCHEM,531719,INE414D01027,Bhagiradh Chemicals and Industries,EQ,Pesticides & Agro Chemicals,229.43,FOUND
BD02,Bhageria Indu,,,bullish.csv,BHAGERIA,530803,INE354C01027,Bhageria Industries,EQ,Dyes & Pigments,159.18,FOUND
BM01,Bhagyanagar Ind,,,bullish.csv,BHAGYANGR,512296,INE458B01036,Bhagyanagar India,EQ,Cables - Telephone,161.74,FOUND
BHE02,Bhandari Hosier,,,bullish.csv,BHANDARI,512608,INE474E01029,Bhandari Hosiery Exports,EQ,Textiles - Hosiery & Knitwear,3.34,FOUND
BFC,Bharat Forge,BHARATFORG,,technical_picks_inactive.csv,BHARATFORG,500493,INE465A01025,Bharat Forge,EQ,Castings & Forgings,1781.40,FOUND
BS03,Bharat Seats,,,bullish.csv,BHARATSE,523229,INE415D01024,Bharat Seats,EQ,Auto Ancillaries,176.72,FOUND
BWR01,Bharat Wire Rop,,,bullish.csv,BHARATWIRE,539799,INE316L01019,Bharat Wire Ropes,EQ,Steel - Medium & Small,171.84,FOUND
BTV,Bharti Airtel,,,technical_picks_inactive.csv,BHARTIARTL,532454,INE397D01024,Bharti Airtel,EQ,Telecommunications - Service,1861.60,FOUND
BHL03,Bharti Hexacom,Bharti Hexacom,BHL02,stock_ideas,BHARTIHEXA,544162,INE343G01021,Bharti Hexacom,EQ,Telecommunication - Equipment,1535.50,FOUND
BHE,Bharat Heavy Electricals,BHEL,,technical_picks_inactive.csv,BHEL,500103,INE257A01026,Bharat Heavy Electricals,EQ,Infrastructure - General,265.70,FOUND
BC17,Bigbloc Constru,,,bearish.csv,BIGBLOC,540061,INE412U01025,Bigbloc Construction,EQ,Construction - Real Estate,49.68,FOUND
BFI01,Bikaji Foods International,Bikaji Foods,BFI01,stock_ideas,BIKAJI,543653,INE00E101023,Bikaji Foods International,EQ,Consumer Food,639.65,FOUND
BGT,Bikewo Green,,,bullish.csv,BIKEWO,0,INE0SQH01013,Bikewo Green Tech,ST,Automobile - 2 & 3 Wheelers,20.20,FOUND
BI10,BIL VYAPAR,,,bearish.csv,BILVYAPAR,500059,INE071A01013,BIL VYAPAR,BE,Diversified,5.89,FOUND
BL03,Biocon,BIOCON,,technical_picks_inactive.csv,BIOCON,532523,INE376G01013,Biocon,EQ,Pharmaceuticals,349.80,FOUND
BCP,Biofil Chem,,,bullish.csv,BIOFILCHEM,524396,INE829A01014,Biofil Chemicals and Pharmaceuticals,EQ,Pharmaceuticals,33.08,FOUND
BCL12,Biopol Chemical,,,bullish.csv,BIOPOL,,INE0XW001014,Biopol Chemicals,SM,Speciality Chemicals,105.80,FOUND
GSS02,Grill Splendour,,,bearish.csv,BIRDYS,,INE0PC901019,Grill Splendour Services,SM,"Hotel,Resort & Restaurants",111.00,FOUND
BIR,Brookfield India Real Estate Trust,Brookfield REIT,BIR,stock_ideas,BIRET,543261,INE0FDU25010,Brookfield India Real Estate Trust,RR,Construction - Real Estate,335.64,FOUND
BC07,Birla Corporation,Birla Corp,BC07,stock_ideas,BIRLACORPN,500335,INE340A01012,Birla Corporation,EQ,Cement - Major,930.45,FOUND
ASC,AB Money,,,bullish.csv,BIRLAMONEY,532974,INE865C01022,Aditya Birla Money,EQ,Finance - General,125.01,FOUND
ZLSL,BlackBuck,BlackBuck,ZLSL,stock_ideas,BLACKBUCK,544288,INE0UIZ01018,BlackBuck,EQ,Online Services,583.25,FOUND
BLB,BLB,,,bullish.csv,BLBLIMITED,532290,INE791A01024,BLB,BE,Finance - Investments,16.94,FOUND
BCP01,Bliss GVS,,BGV,52wk,BLISSGVS,506197,INE416D01022,Bliss GVS Pharma,EQ,Pharmaceuticals,252.51,FOUND
BLS,BLS Internation,,,bullish.csv,BLS,540073,INE153T01027,BLS International Services,EQ,Miscellaneous,297.89,FOUND
BEL,BLS E-Services,,,bullish.csv,BLSE,544107,INE0NLT01010,BLS E-Services,EQ,Online Services,165.18,FOUND
BDE,Blue Dart Express,Blue Dart,BDE,stock_ideas,BLUEDART,526612,INE233B01017,Blue Dart Express,EQ,Couriers,5036.00,FOUND
BJH,Blue Jet Healthcare,Blue Jet,BJH,stock_ideas,BLUEJET,544009,INE0KBH01020,Blue Jet Healthcare,EQ,Pharmaceuticals & Drugs,374.50,FOUND
BPL09,Blue Pebble,,,bullish.csv,BLUEPEBBLE,,INE0SAK01011,Blue Pebble,ST,Misc. Commercial Services,143.00,FOUND
BS,Blue Star,BLUESTARCO,,technical_picks_inactive.csv,BLUESTARCO,500067,INE472A01039,Blue Star,EQ,Consumer Goods - White Goods,1619.40,FOUND
BJL,Bluestone Jewel,,,bearish.csv,BLUESTONE,544484,INE304W01038,Bluestone Jewellery and Lifestyle,EQ,Diamond  &  Jewellery,458.30,FOUND
BWL02,Blue Water Logi,,,bullish.csv,BLUEWATER,-,INE0X3M01010,Blue Water Logistics,SM,Logistics,156.95,FOUND
BEL02,Bluspring Ent,,,bullish.csv,BLUSPRING,544414,INE0U4101014,Bluspring Enterprises,EQ,Misc. Commercial Services,63.41,FOUND
BMS,Bombay Metrics,,,bullish.csv,BMETRICS,0,INE0I3Y01014,Bombay Metrics Supply Chain,SM,Ground Freight & Logistics Services,42.95,FOUND
BVL01,BMW Ventures,,,bullish.csv,BMWVENTLTD,544543,INE965W01036,BMW Ventures,EQ,Iron & Steel,58.34,FOUND
DD,Bodal Chemicals,,,bullish.csv,BODALCHEM,524370,INE338D01028,Bodal Chemicals,EQ,Dyes & Pigments,64.64,FOUND
BIL04,Bonlon Industri,,,bullish.csv,BONLON,543211,INE0B9A01018,Bonlon Industries,BE,Metals - Non Ferrous,39.00,FOUND
BL05,Borosil,,,bullish.csv,BOROLTD,543212,INE02PY01013,Borosil,EQ,Glass & Glass Products,248.83,FOUND
BGW,Borosil Renewables Ltd.,BORORENEW,,technical_picks_inactive.csv,BORORENEW,502219,INE666D01022,Borosil Renewables Ltd.,EQ,Glass & Glass Products,448.20,FOUND
BS15,Borosil Sci,,,bullish.csv,BOROSCI,544184,INE02L001032,Borosil Scientific,EQ,Miscellaneous,114.97,FOUND
AA02,BOSCH-HCIL,,,bearish.csv,BOSCH-HCIL,523398,INE782A01015,BOSCH HOME COMFORT INDIA,EQ,Consumer Goods - White Goods,1276.40,FOUND
MIC,Bosch,Bosch,B05,stock_ideas,BOSCHLTD,500530,INE323A01026,Bosch,EQ,Auto Ancillaries,35935.00,FOUND
BPSL,Boss Packaging,,,bearish.csv,BOSS,BOSSPACK,INE0QNI01012,Boss Packaging Solutions,SM,Packaging Materials-Containers & Packaging,38.00,FOUND
BPC,Bharat Petroleum Corporation,BPCL,,technical_picks_inactive.csv,BPCL,500547,INE029A01011,Bharat Petroleum Corporation,EQ,Refineries,298.10,FOUND
BPL,BPL,,,bearish.csv,BPL,500074,INE110A01019,BPL,EQ,Consumer Goods - Electronic,47.96,FOUND
BRL,Brandman Retail,,,bullish.csv,BRANDMAN,,INE0XUD01014,Brandman Retail,SM,Speciality Retailers,172.30,FOUND
BE08,Brigade Enterprises,,,technical_picks_inactive.csv,BRIGADE,532929,INE791I01019,Brigade Enterprises,EQ,Construction & Contracting - Real Estate,718.05,FOUND
BHV,Brigade Hotel,,,bullish.csv,BRIGHOTEL,544457,INE03NU01014,Brigade Hotel Ventures,EQ,"Hotel, Resort & Restaurants",63.77,FOUND
BI,Britannia Industries,,,technical_picks_inactive.csv,BRITANNIA,500825,INE216A01030,Britannia Industries,EQ,Food Processing,5594.50,FOUND
BRN,Bharat Road Net,,,bullish.csv,BRNL,540700,INE727S01012,Bharat Road Network,EQ,Infrastructure - General,20.35,FOUND
BL04,Brooks Labs,,,bullish.csv,BROOKS,533543,INE650L01011,Brooks Laboratories,EQ,Pharmaceuticals,71.73,FOUND
B03,BSE Limited,BSE,,technical_picks_inactive.csv,BSE,0,INE118H01025,BSE Limited,EQ,Miscellaneous,3163.60,FOUND
